,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
827,68m,4k,900,700ms,3.5,0.25,82m,108k,64m,60k,4g,10g,480s,7s,5,true,0.5,true,true,0.6
828,16m,48k,900,900ms,4.0,0.25,22m,14k,24m,90k,7g,9g,400s,7s,1,true,0.7999999999999999,false,false,0.8999999999999999
829,38m,100k,500,800ms,4.5,0.25,22m,62k,120m,94k,11g,9g,440s,3s,1,true,0.5,true,false,0.8999999999999999
830,34m,84k,500,500ms,1.0,0.75,80m,102k,96m,76k,1g,9g,80s,5s,5,true,0.7999999999999999,true,true,0.5
831,16m,82k,800,900ms,1.0,0.5,50m,58k,112m,64k,7g,3g,480s,8s,2,false,0.8999999999999999,true,true,0.5
832,58m,18k,800,500ms,3.0,0.5,62m,114k,48m,90k,5g,8g,460s,8s,1,true,0.8999999999999999,true,false,0.7999999999999999
833,32m,64k,700,900ms,1.5,0.5,34m,6k,88m,126k,6g,11g,360s,2s,7,false,0.6,false,true,0.7999999999999999
834,16m,6k,800,600ms,3.5,0.25,50m,98k,80m,108k,6g,4g,160s,6s,7,false,0.6,false,false,0.8999999999999999
835,22m,110k,700,700ms,4.0,0.75,82m,24k,48m,20k,11g,6g,400s,5s,1,false,0.8999999999999999,true,false,0.8999999999999999
836,76m,6k,600,100ms,2.5,0.5,64m,10k,88m,104k,10g,4g,120s,6s,2,false,0.5,false,false,0.5
837,4m,26k,500,600ms,3.5,0.25,68m,32k,16m,6k,1g,1g,440s,3s,2,true,0.7999999999999999,true,false,0.7999999999999999
838,68m,84k,800,300ms,2.5,0.75,72m,54k,48m,22k,4g,7g,420s,6s,1,false,0.5,false,false,0.8999999999999999
839,44m,60k,100,700ms,3.0,0.75,116m,44k,48m,72k,10g,10g,380s,3s,3,true,0.7999999999999999,true,true,0.7
840,64m,48k,100,300ms,1.5,0.25,100m,88k,24m,48k,2g,8g,100s,2s,4,true,0.8999999999999999,true,false,0.8999999999999999
841,34m,86k,900,800ms,4.5,0.75,36m,58k,88m,62k,11g,1g,260s,3s,5,true,0.8999999999999999,false,false,0.7999999999999999
842,102m,24k,100,400ms,4.5,0.25,112m,108k,16m,14k,3g,4g,120s,6s,3,true,0.6,false,false,0.5
843,60m,78k,200,300ms,4.0,0.5,50m,80k,48m,48k,6g,7g,100s,5s,6,true,0.8999999999999999,false,true,0.8999999999999999
844,2m,20k,900,400ms,1.5,0.5,46m,12k,56m,46k,1g,2g,160s,1s,3,false,0.6,false,true,0.6
845,64m,48k,700,600ms,1.0,0.75,16m,48k,32m,84k,7g,7g,100s,4s,2,false,0.7999999999999999,true,false,0.7999999999999999
846,20m,8k,500,500ms,2.0,0.25,6m,92k,8m,114k,3g,3g,60s,8s,6,true,0.6,false,false,0.8999999999999999
847,28m,46k,700,600ms,2.0,0.25,28m,98k,104m,120k,11g,3g,400s,9s,3,true,0.7999999999999999,true,false,0.6
848,14m,112k,800,100ms,3.5,0.5,116m,86k,40m,22k,3g,11g,120s,3s,4,true,0.7,true,false,0.6
849,60m,122k,700,900ms,1.5,0.25,64m,122k,88m,126k,10g,7g,120s,5s,1,false,0.8999999999999999,false,true,0.6
850,78m,122k,700,800ms,4.5,0.25,88m,78k,104m,106k,7g,9g,280s,5s,3,false,0.6,false,false,0.7999999999999999
851,96m,26k,500,200ms,2.5,0.25,86m,8k,120m,32k,10g,9g,420s,9s,3,false,0.6,false,false,0.5
852,122m,38k,400,300ms,2.5,0.25,90m,28k,32m,108k,3g,2g,20s,8s,7,false,0.7,true,false,0.7
853,56m,20k,400,100ms,1.0,0.5,114m,78k,112m,36k,10g,5g,440s,3s,3,false,0.8999999999999999,true,false,0.8999999999999999
854,44m,82k,200,800ms,3.0,0.5,42m,116k,120m,14k,9g,7g,400s,7s,7,true,0.5,false,true,0.7
855,84m,112k,700,300ms,2.5,0.5,68m,90k,88m,2k,4g,8g,60s,7s,3,true,0.6,false,true,0.7
856,20m,98k,600,400ms,4.5,0.25,58m,72k,72m,76k,3g,7g,40s,8s,4,true,0.6,false,false,0.7
857,62m,118k,400,600ms,4.0,0.5,116m,48k,88m,20k,10g,1g,440s,3s,6,false,0.8999999999999999,false,true,0.6
858,30m,24k,500,900ms,3.5,0.5,16m,102k,112m,108k,3g,9g,240s,8s,7,true,0.7999999999999999,true,false,0.6
859,18m,76k,600,100ms,4.0,0.75,50m,2k,16m,10k,3g,5g,300s,5s,5,true,0.6,false,true,0.8999999999999999
860,44m,86k,100,300ms,1.5,0.25,44m,98k,96m,4k,1g,8g,40s,8s,2,false,0.7,true,true,0.5
861,40m,88k,500,100ms,2.5,0.25,2m,68k,40m,86k,10g,8g,400s,5s,5,false,0.6,true,true,0.5
862,120m,118k,100,700ms,2.5,0.5,108m,6k,104m,18k,10g,5g,120s,5s,4,false,0.8999999999999999,true,true,0.5
863,8m,26k,500,300ms,2.5,0.5,94m,104k,56m,48k,1g,6g,200s,9s,7,false,0.8999999999999999,false,false,0.6
864,14m,18k,400,500ms,3.0,0.5,56m,14k,32m,22k,3g,6g,420s,7s,2,true,0.5,true,true,0.7
865,44m,82k,500,800ms,4.5,0.5,62m,122k,8m,92k,1g,9g,320s,9s,6,true,0.7,true,false,0.7
866,50m,122k,700,100ms,3.5,0.75,120m,108k,64m,4k,1g,10g,40s,1s,3,false,0.8999999999999999,false,true,0.6
867,64m,76k,200,200ms,3.0,0.5,76m,108k,8m,24k,8g,8g,20s,9s,6,true,0.5,false,true,0.5
868,12m,24k,300,500ms,3.0,0.5,36m,104k,112m,70k,3g,1g,340s,3s,3,true,0.7,false,false,0.5
869,64m,80k,200,900ms,2.0,0.25,34m,82k,48m,6k,5g,9g,80s,5s,1,false,0.7,true,false,0.8999999999999999
870,94m,18k,700,100ms,1.0,0.5,40m,110k,16m,40k,7g,10g,80s,2s,5,false,0.7,false,true,0.7999999999999999
871,10m,52k,700,500ms,3.5,0.25,42m,124k,112m,100k,11g,1g,80s,6s,7,true,0.7999999999999999,true,false,0.6
872,32m,66k,100,200ms,3.5,0.25,42m,64k,40m,12k,10g,1g,300s,2s,1,false,0.7999999999999999,false,false,0.5
873,4m,68k,900,600ms,1.0,0.25,48m,58k,16m,78k,9g,2g,140s,6s,7,false,0.5,false,true,0.5
874,124m,54k,700,600ms,1.5,0.25,102m,46k,16m,46k,3g,9g,20s,7s,4,true,0.6,false,true,0.8999999999999999
875,62m,36k,800,800ms,4.0,0.25,78m,126k,64m,88k,5g,3g,180s,2s,4,false,0.5,false,false,0.7
876,92m,72k,700,800ms,2.5,0.5,112m,112k,96m,112k,10g,1g,300s,3s,4,true,0.6,true,false,0.6
877,32m,88k,600,600ms,2.0,0.75,62m,44k,104m,80k,10g,8g,300s,1s,3,true,0.8999999999999999,true,true,0.7999999999999999
878,98m,90k,900,700ms,1.0,0.75,10m,108k,64m,40k,2g,1g,380s,6s,3,true,0.7,false,false,0.7999999999999999
879,124m,38k,300,200ms,1.5,0.75,118m,70k,104m,36k,1g,8g,180s,9s,4,false,0.7999999999999999,true,true,0.7
880,40m,110k,700,700ms,1.5,0.5,100m,62k,88m,10k,9g,8g,480s,7s,5,false,0.7,true,false,0.8999999999999999
881,104m,102k,500,800ms,4.5,0.25,114m,94k,112m,34k,2g,11g,440s,2s,6,true,0.6,false,true,0.8999999999999999
882,6m,68k,400,200ms,2.0,0.25,58m,56k,32m,102k,4g,10g,180s,3s,7,false,0.5,true,true,0.8999999999999999
883,74m,76k,500,500ms,1.0,0.75,12m,36k,8m,76k,5g,3g,440s,8s,4,false,0.7,true,false,0.6
884,14m,44k,400,900ms,3.5,0.5,64m,58k,104m,70k,8g,8g,80s,5s,3,true,0.7999999999999999,true,false,0.7
885,36m,106k,900,900ms,4.0,0.75,28m,48k,88m,4k,5g,4g,140s,1s,1,false,0.5,false,false,0.7999999999999999
886,62m,12k,700,700ms,1.5,0.5,74m,18k,72m,36k,7g,5g,20s,5s,6,false,0.8999999999999999,false,true,0.6
887,68m,60k,600,700ms,1.5,0.25,102m,2k,96m,42k,9g,6g,300s,9s,6,true,0.5,true,true,0.6
888,34m,6k,400,900ms,4.0,0.5,116m,30k,56m,118k,7g,8g,140s,7s,5,true,0.7,false,true,0.6
889,42m,18k,300,300ms,1.5,0.5,92m,14k,48m,64k,4g,10g,160s,1s,4,false,0.6,false,true,0.7999999999999999
890,40m,72k,600,600ms,1.0,0.5,96m,82k,8m,72k,7g,1g,60s,9s,2,false,0.7999999999999999,true,true,0.7
891,6m,68k,600,800ms,3.0,0.5,10m,58k,80m,74k,10g,4g,100s,8s,2,false,0.8999999999999999,true,true,0.7
892,112m,92k,100,200ms,2.0,0.75,50m,124k,80m,58k,2g,10g,320s,4s,1,true,0.6,false,true,0.6
893,44m,10k,700,100ms,4.5,0.75,38m,38k,8m,100k,11g,4g,380s,7s,1,false,0.7,true,false,0.5
894,102m,44k,800,800ms,4.0,0.5,6m,22k,112m,18k,5g,2g,380s,6s,7,true,0.8999999999999999,false,true,0.7
895,64m,102k,600,100ms,3.0,0.25,22m,94k,88m,32k,3g,2g,480s,3s,1,true,0.7,true,true,0.5
896,48m,22k,600,500ms,4.5,0.5,94m,36k,72m,68k,2g,9g,200s,5s,7,false,0.5,false,true,0.7999999999999999
897,18m,100k,600,800ms,2.0,0.75,34m,38k,80m,90k,11g,3g,280s,7s,7,false,0.8999999999999999,false,true,0.7
898,110m,120k,600,500ms,2.0,0.5,76m,14k,80m,50k,9g,7g,180s,3s,5,false,0.6,false,false,0.6
899,86m,18k,700,200ms,2.5,0.75,32m,58k,8m,34k,6g,10g,180s,2s,5,false,0.5,false,true,0.5
900,20m,126k,700,800ms,3.0,0.25,92m,116k,112m,2k,10g,2g,320s,8s,1,true,0.6,false,true,0.5
901,44m,18k,200,200ms,1.0,0.25,82m,28k,24m,86k,9g,6g,140s,7s,6,false,0.8999999999999999,false,false,0.6
902,122m,112k,400,300ms,4.0,0.25,46m,76k,24m,124k,6g,8g,280s,2s,6,false,0.6,true,true,0.5
903,126m,28k,800,600ms,1.5,0.75,70m,16k,72m,74k,9g,4g,420s,8s,5,false,0.8999999999999999,true,false,0.8999999999999999
904,18m,62k,900,500ms,2.0,0.75,124m,22k,64m,30k,2g,11g,480s,3s,5,false,0.8999999999999999,true,true,0.5
905,22m,120k,300,100ms,2.0,0.75,18m,120k,96m,24k,9g,10g,420s,7s,2,false,0.6,true,true,0.8999999999999999
906,36m,82k,200,600ms,1.0,0.5,68m,100k,104m,24k,1g,7g,320s,8s,7,false,0.6,true,false,0.5
907,102m,48k,800,100ms,1.5,0.25,70m,126k,64m,102k,1g,11g,360s,7s,5,true,0.7999999999999999,false,false,0.7
908,14m,56k,300,900ms,4.0,0.75,98m,126k,56m,64k,11g,10g,20s,6s,4,false,0.7,false,true,0.5
909,92m,118k,100,900ms,3.0,0.25,60m,90k,24m,14k,8g,4g,300s,3s,7,true,0.7999999999999999,true,true,0.7999999999999999
910,52m,22k,600,600ms,1.5,0.75,108m,18k,8m,52k,3g,3g,440s,6s,3,false,0.7,true,false,0.7999999999999999
911,104m,42k,600,600ms,2.0,0.5,20m,90k,56m,64k,8g,2g,360s,5s,3,false,0.7999999999999999,false,false,0.6
912,50m,110k,400,300ms,2.5,0.5,46m,28k,72m,42k,10g,5g,200s,9s,6,true,0.7999999999999999,false,false,0.5
913,48m,90k,600,600ms,1.5,0.5,40m,26k,32m,38k,10g,10g,40s,9s,1,false,0.7999999999999999,false,false,0.7999999999999999
914,104m,60k,800,500ms,2.5,0.75,86m,102k,56m,96k,3g,4g,260s,2s,3,true,0.7,false,true,0.6
915,28m,92k,800,200ms,2.5,0.75,82m,14k,80m,84k,8g,3g,140s,1s,6,true,0.8999999999999999,true,false,0.5
916,44m,110k,600,800ms,3.5,0.75,34m,52k,24m,50k,9g,9g,300s,1s,6,true,0.7999999999999999,false,false,0.7999999999999999
917,46m,14k,700,200ms,3.5,0.25,110m,86k,120m,60k,4g,2g,460s,1s,7,true,0.6,true,true,0.8999999999999999
918,88m,12k,500,700ms,1.0,0.5,94m,84k,88m,20k,8g,11g,140s,3s,7,true,0.8999999999999999,false,true,0.8999999999999999
919,92m,22k,400,700ms,2.5,0.5,12m,86k,120m,94k,8g,1g,220s,9s,2,false,0.7999999999999999,false,true,0.7
920,38m,100k,100,100ms,4.5,0.75,56m,118k,32m,38k,11g,10g,240s,5s,5,true,0.8999999999999999,false,false,0.6
921,48m,48k,700,900ms,1.0,0.25,30m,126k,72m,124k,9g,6g,320s,9s,6,false,0.7999999999999999,false,false,0.5
922,40m,126k,600,200ms,4.0,0.25,20m,10k,120m,16k,5g,11g,260s,6s,5,false,0.5,true,false,0.7999999999999999
923,54m,54k,800,600ms,1.5,0.75,14m,78k,16m,80k,8g,10g,360s,1s,6,true,0.5,false,true,0.8999999999999999
924,40m,102k,700,700ms,2.5,0.25,106m,116k,56m,104k,1g,11g,160s,2s,4,false,0.5,false,false,0.7999999999999999
925,42m,66k,300,200ms,3.0,0.5,22m,58k,112m,84k,4g,4g,220s,6s,5,true,0.6,true,false,0.7999999999999999
926,48m,30k,400,200ms,1.0,0.5,126m,38k,32m,48k,11g,9g,280s,6s,6,false,0.8999999999999999,false,true,0.8999999999999999
927,58m,116k,400,700ms,2.5,0.75,82m,66k,48m,24k,7g,5g,80s,1s,2,false,0.5,true,false,0.7
928,82m,66k,200,900ms,3.5,0.75,48m,66k,16m,52k,11g,2g,40s,4s,3,true,0.7,false,true,0.7999999999999999
929,84m,68k,400,900ms,3.0,0.75,94m,84k,88m,116k,1g,10g,240s,9s,1,false,0.5,true,true,0.5
930,124m,92k,100,300ms,1.5,0.5,54m,14k,56m,108k,9g,2g,240s,3s,4,true,0.7,true,true,0.7
931,10m,32k,900,300ms,2.5,0.25,82m,30k,104m,42k,11g,7g,380s,7s,5,true,0.7999999999999999,false,false,0.7
932,86m,72k,500,700ms,4.5,0.5,16m,112k,32m,26k,7g,9g,440s,3s,4,true,0.5,true,true,0.7
933,48m,46k,700,600ms,3.0,0.25,110m,84k,48m,102k,1g,3g,260s,7s,3,false,0.6,false,true,0.5
934,110m,18k,400,800ms,4.0,0.25,38m,38k,120m,48k,8g,8g,80s,1s,7,false,0.5,false,false,0.7
935,8m,62k,100,800ms,4.5,0.75,42m,106k,112m,18k,3g,9g,280s,2s,5,true,0.8999999999999999,true,true,0.8999999999999999
936,122m,16k,700,900ms,3.0,0.75,100m,44k,32m,94k,1g,1g,120s,9s,5,true,0.8999999999999999,true,false,0.5
937,32m,10k,400,300ms,1.5,0.25,96m,48k,40m,110k,5g,2g,240s,2s,6,false,0.6,true,true,0.7
938,52m,70k,700,400ms,4.5,0.25,58m,116k,88m,64k,4g,11g,260s,4s,7,false,0.8999999999999999,true,true,0.7999999999999999
939,122m,20k,700,700ms,4.5,0.5,60m,20k,16m,122k,8g,3g,140s,6s,6,false,0.7999999999999999,false,true,0.7999999999999999
940,98m,22k,400,100ms,1.5,0.5,32m,122k,112m,94k,2g,3g,400s,7s,2,false,0.7999999999999999,false,false,0.7999999999999999
941,42m,4k,100,800ms,4.0,0.25,42m,108k,104m,58k,8g,2g,140s,6s,7,true,0.7999999999999999,false,false,0.5
942,104m,90k,300,800ms,4.5,0.75,122m,82k,112m,94k,10g,7g,420s,2s,5,false,0.7999999999999999,true,true,0.7
943,26m,92k,400,900ms,3.0,0.5,116m,18k,112m,96k,1g,4g,460s,1s,4,true,0.7999999999999999,true,true,0.6
944,60m,52k,600,300ms,2.5,0.75,100m,4k,8m,104k,2g,6g,400s,1s,6,true,0.6,true,true,0.8999999999999999
945,66m,36k,700,300ms,1.5,0.75,50m,100k,88m,82k,1g,11g,200s,1s,1,true,0.6,true,false,0.8999999999999999
946,88m,82k,100,300ms,4.5,0.75,38m,90k,120m,70k,6g,1g,40s,6s,6,true,0.7,true,true,0.5
947,114m,36k,500,600ms,3.5,0.5,114m,66k,32m,64k,8g,5g,380s,5s,2,false,0.7999999999999999,false,true,0.5
948,94m,42k,500,900ms,4.0,0.25,114m,102k,104m,2k,1g,4g,360s,4s,6,true,0.7999999999999999,false,false,0.8999999999999999
949,60m,10k,800,900ms,1.0,0.5,22m,52k,112m,68k,5g,3g,100s,9s,5,true,0.5,true,true,0.8999999999999999
950,12m,88k,700,700ms,4.0,0.5,120m,20k,72m,76k,9g,8g,40s,5s,7,true,0.6,false,false,0.5
951,66m,64k,900,600ms,1.5,0.5,60m,6k,88m,18k,9g,7g,180s,5s,4,false,0.7,false,true,0.7
952,30m,44k,600,600ms,3.0,0.25,68m,110k,56m,80k,9g,5g,340s,4s,1,false,0.6,false,false,0.7999999999999999
953,92m,26k,500,600ms,4.0,0.75,24m,124k,40m,124k,4g,1g,260s,4s,2,true,0.7,false,false,0.8999999999999999
954,40m,18k,200,800ms,2.5,0.5,122m,50k,48m,126k,10g,3g,380s,6s,6,false,0.8999999999999999,false,true,0.5
955,44m,84k,900,700ms,1.5,0.75,100m,4k,112m,70k,5g,4g,400s,5s,4,false,0.7999999999999999,false,true,0.8999999999999999
956,20m,28k,100,600ms,4.0,0.75,74m,28k,88m,16k,11g,10g,60s,8s,6,false,0.7999999999999999,true,true,0.7999999999999999
957,78m,120k,600,800ms,3.0,0.25,30m,120k,72m,32k,11g,7g,40s,8s,1,false,0.7999999999999999,false,true,0.5
958,16m,12k,800,900ms,4.0,0.25,12m,78k,80m,54k,3g,3g,280s,5s,2,false,0.7999999999999999,false,true,0.8999999999999999
959,22m,78k,800,900ms,4.0,0.25,6m,8k,40m,106k,4g,11g,300s,6s,5,true,0.6,true,true,0.6
960,104m,68k,300,800ms,1.0,0.75,126m,80k,16m,122k,1g,6g,360s,7s,7,false,0.5,false,true,0.7
961,46m,60k,100,100ms,2.0,0.75,12m,98k,24m,2k,6g,10g,40s,3s,1,true,0.5,false,false,0.7
962,54m,30k,700,100ms,4.0,0.75,120m,106k,80m,44k,2g,10g,140s,2s,4,true,0.6,true,false,0.7999999999999999
963,32m,14k,700,300ms,1.0,0.75,64m,104k,24m,34k,6g,3g,100s,6s,3,false,0.5,false,false,0.7999999999999999
964,72m,20k,500,700ms,2.0,0.25,52m,66k,56m,82k,10g,2g,280s,8s,1,true,0.5,false,false,0.7
965,44m,46k,600,800ms,4.0,0.25,32m,24k,96m,24k,9g,4g,400s,8s,6,false,0.5,false,false,0.7999999999999999
966,16m,62k,300,500ms,2.5,0.75,96m,98k,72m,86k,2g,9g,340s,7s,3,true,0.8999999999999999,true,true,0.7999999999999999
967,66m,112k,500,300ms,1.5,0.5,26m,14k,40m,18k,8g,7g,460s,7s,5,true,0.7999999999999999,false,true,0.8999999999999999
968,30m,126k,800,500ms,3.0,0.75,98m,98k,56m,40k,9g,9g,320s,1s,2,false,0.7999999999999999,true,true,0.8999999999999999
969,36m,54k,400,100ms,3.5,0.75,18m,114k,48m,2k,1g,10g,120s,4s,1,false,0.7999999999999999,false,false,0.5
970,70m,86k,400,700ms,4.0,0.5,34m,66k,88m,104k,3g,7g,160s,4s,6,true,0.5,false,true,0.7999999999999999
971,16m,62k,500,300ms,4.5,0.75,124m,28k,48m,54k,8g,6g,200s,2s,4,false,0.8999999999999999,true,false,0.7
972,114m,48k,600,300ms,1.5,0.5,98m,42k,120m,126k,3g,4g,300s,3s,6,true,0.7999999999999999,false,false,0.5
973,104m,100k,600,400ms,3.5,0.5,114m,26k,56m,42k,2g,8g,80s,4s,1,true,0.5,false,false,0.5
974,48m,6k,700,300ms,1.5,0.5,82m,64k,120m,4k,4g,11g,360s,2s,5,true,0.8999999999999999,false,true,0.7999999999999999
975,28m,70k,200,600ms,2.0,0.25,60m,4k,48m,88k,3g,3g,400s,1s,6,true,0.5,false,true,0.7
976,108m,74k,900,300ms,4.0,0.5,56m,62k,40m,8k,5g,3g,40s,7s,3,true,0.8999999999999999,false,true,0.7
977,30m,68k,100,800ms,3.0,0.75,32m,42k,32m,126k,2g,11g,480s,3s,3,true,0.6,false,true,0.8999999999999999
978,108m,84k,300,600ms,4.5,0.5,94m,76k,40m,2k,8g,2g,300s,5s,5,false,0.5,false,false,0.7999999999999999
979,82m,82k,700,600ms,3.5,0.75,28m,86k,80m,8k,6g,1g,80s,3s,1,false,0.8999999999999999,false,true,0.5
980,106m,94k,900,300ms,2.0,0.5,64m,38k,40m,6k,4g,3g,260s,6s,7,true,0.7999999999999999,true,true,0.8999999999999999
981,62m,100k,100,300ms,3.5,0.25,50m,78k,80m,16k,1g,10g,400s,5s,4,false,0.6,true,false,0.7999999999999999
982,122m,80k,600,800ms,1.5,0.5,28m,84k,88m,30k,4g,2g,400s,7s,2,false,0.7999999999999999,false,true,0.8999999999999999
983,38m,76k,100,500ms,1.5,0.75,76m,8k,40m,68k,11g,7g,420s,8s,2,false,0.8999999999999999,false,true,0.8999999999999999
984,68m,70k,400,400ms,1.0,0.25,108m,82k,56m,16k,7g,5g,140s,9s,1,true,0.6,true,false,0.6
985,22m,114k,200,900ms,2.5,0.75,62m,8k,104m,12k,8g,11g,360s,3s,7,true,0.5,false,false,0.5
986,106m,38k,200,600ms,1.0,0.25,40m,70k,112m,122k,4g,6g,380s,1s,1,false,0.7,false,false,0.5
987,42m,66k,700,700ms,2.5,0.5,70m,114k,24m,110k,7g,7g,20s,1s,5,false,0.5,false,true,0.5
988,120m,124k,700,500ms,3.0,0.75,4m,98k,24m,88k,5g,8g,460s,3s,7,true,0.5,false,false,0.7
989,102m,76k,400,200ms,2.5,0.25,26m,50k,48m,70k,1g,10g,280s,6s,1,false,0.6,true,false,0.6
990,90m,52k,800,100ms,1.0,0.75,20m,54k,24m,124k,2g,8g,140s,5s,2,true,0.5,true,false,0.7
991,110m,58k,400,900ms,2.5,0.25,30m,116k,104m,32k,9g,1g,380s,9s,2,false,0.7,false,false,0.7
992,38m,28k,600,100ms,4.0,0.5,56m,30k,56m,20k,5g,11g,240s,7s,3,true,0.5,true,false,0.8999999999999999
993,74m,60k,600,100ms,4.5,0.25,122m,98k,64m,16k,7g,8g,260s,9s,5,false,0.7999999999999999,false,false,0.8999999999999999
994,2m,18k,600,600ms,4.0,0.5,126m,8k,120m,76k,10g,2g,240s,6s,2,false,0.5,true,false,0.7
995,52m,30k,500,800ms,3.0,0.25,104m,50k,40m,118k,1g,10g,380s,8s,1,false,0.6,false,false,0.7
996,32m,86k,200,800ms,3.0,0.5,86m,106k,40m,16k,3g,10g,320s,7s,5,false,0.7,false,true,0.6
997,120m,10k,400,900ms,2.0,0.25,6m,38k,56m,58k,11g,1g,160s,4s,4,true,0.7,false,true,0.5
998,122m,112k,700,400ms,2.0,0.75,76m,88k,120m,2k,2g,3g,340s,8s,4,false,0.5,false,true,0.7999999999999999
999,4m,84k,700,200ms,4.0,0.25,24m,114k,48m,86k,6g,8g,440s,3s,4,false,0.7,true,true,0.8999999999999999
