,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
203,80m,30k,200,200ms,3.0,0.5,64m,38k,96m,58k,8g,11g,260s,9s,7,true,0.8999999999999999,true,true,0.8999999999999999
204,48m,44k,600,900ms,4.0,0.75,18m,12k,56m,36k,11g,5g,260s,8s,7,true,0.7999999999999999,true,true,0.8999999999999999
205,112m,118k,700,100ms,1.0,0.5,126m,8k,96m,74k,4g,4g,240s,2s,2,false,0.6,true,true,0.7999999999999999
206,80m,76k,400,500ms,1.5,0.75,124m,46k,56m,14k,9g,8g,460s,6s,6,false,0.7999999999999999,false,true,0.8999999999999999
207,108m,116k,800,700ms,1.0,0.75,82m,24k,32m,38k,7g,4g,40s,8s,3,true,0.8999999999999999,true,true,0.7
208,70m,126k,800,300ms,1.0,0.75,64m,70k,120m,8k,9g,11g,380s,9s,6,false,0.7999999999999999,true,true,0.6
209,86m,58k,200,500ms,1.0,0.25,56m,66k,96m,90k,6g,10g,200s,7s,3,false,0.5,true,false,0.6
210,114m,68k,500,800ms,1.0,0.25,122m,70k,88m,114k,8g,6g,440s,3s,6,true,0.6,true,false,0.6
211,72m,32k,500,900ms,3.5,0.5,104m,40k,32m,76k,1g,9g,380s,4s,2,true,0.7999999999999999,false,true,0.6
212,26m,12k,800,900ms,3.0,0.75,78m,90k,120m,112k,2g,3g,20s,8s,6,false,0.7999999999999999,true,true,0.8999999999999999
213,108m,78k,900,700ms,2.5,0.5,98m,58k,72m,126k,2g,7g,60s,5s,4,false,0.7,true,true,0.6
214,114m,76k,800,700ms,4.0,0.25,68m,6k,64m,42k,2g,7g,160s,2s,3,false,0.7,false,true,0.8999999999999999
215,42m,72k,700,600ms,3.5,0.25,2m,38k,72m,62k,8g,5g,340s,1s,5,true,0.7999999999999999,true,false,0.7
216,10m,118k,100,100ms,2.5,0.5,114m,124k,16m,86k,3g,11g,220s,2s,4,true,0.7999999999999999,true,true,0.7
217,72m,90k,800,600ms,2.5,0.25,36m,60k,24m,2k,11g,6g,300s,6s,1,false,0.8999999999999999,true,true,0.5
218,118m,32k,300,900ms,1.5,0.75,114m,114k,80m,114k,5g,10g,460s,5s,5,false,0.7999999999999999,true,true,0.5
219,96m,98k,300,400ms,2.5,0.75,126m,42k,40m,88k,10g,2g,240s,8s,7,true,0.7,true,true,0.7999999999999999
220,56m,2k,500,100ms,3.0,0.25,124m,8k,72m,72k,3g,1g,140s,6s,7,false,0.6,true,true,0.7
221,90m,22k,300,900ms,4.5,0.25,84m,114k,120m,38k,8g,9g,40s,4s,2,false,0.6,true,true,0.5
222,24m,82k,100,300ms,1.5,0.25,112m,68k,72m,60k,10g,4g,440s,7s,2,true,0.5,false,false,0.5
223,112m,106k,100,700ms,2.0,0.5,6m,106k,120m,88k,3g,7g,460s,8s,6,true,0.6,false,false,0.6
224,68m,60k,400,300ms,4.5,0.75,62m,96k,80m,56k,7g,4g,460s,7s,1,true,0.5,true,false,0.5
225,10m,80k,500,900ms,4.5,0.75,122m,6k,8m,20k,9g,10g,20s,1s,3,false,0.7999999999999999,true,false,0.5
226,104m,48k,100,300ms,4.5,0.75,114m,26k,24m,100k,8g,6g,20s,3s,1,false,0.5,true,true,0.7
227,20m,100k,400,700ms,1.0,0.25,114m,112k,112m,62k,10g,7g,320s,9s,7,false,0.8999999999999999,true,false,0.8999999999999999
228,60m,126k,300,500ms,1.0,0.5,80m,34k,56m,100k,1g,4g,120s,6s,7,false,0.8999999999999999,false,false,0.7999999999999999
229,62m,92k,800,800ms,3.5,0.75,124m,32k,32m,22k,10g,4g,80s,4s,2,false,0.5,true,true,0.8999999999999999
230,122m,48k,500,900ms,1.0,0.75,106m,112k,24m,66k,5g,2g,40s,3s,1,true,0.7999999999999999,false,true,0.8999999999999999
231,62m,62k,900,900ms,1.5,0.25,84m,22k,72m,26k,6g,11g,480s,7s,1,true,0.7,true,false,0.8999999999999999
232,18m,4k,600,900ms,4.0,0.25,98m,12k,32m,92k,7g,1g,120s,3s,4,true,0.6,true,true,0.5
233,116m,70k,500,500ms,3.5,0.25,110m,126k,72m,34k,2g,6g,40s,7s,7,true,0.6,true,true,0.7999999999999999
234,14m,16k,300,700ms,1.5,0.5,88m,82k,32m,74k,2g,4g,260s,2s,6,false,0.5,false,true,0.7999999999999999
235,50m,96k,800,700ms,4.5,0.75,120m,22k,8m,68k,7g,4g,460s,2s,5,false,0.8999999999999999,true,false,0.8999999999999999
236,100m,52k,200,300ms,2.5,0.75,122m,26k,96m,2k,7g,7g,300s,2s,2,true,0.5,true,false,0.7
237,54m,84k,800,700ms,3.5,0.25,6m,66k,48m,104k,9g,10g,460s,4s,4,true,0.8999999999999999,true,false,0.7999999999999999
238,64m,80k,600,200ms,2.5,0.5,6m,74k,48m,74k,4g,2g,360s,5s,3,false,0.6,true,true,0.8999999999999999
239,44m,112k,900,800ms,3.5,0.75,52m,30k,112m,38k,2g,6g,320s,5s,5,false,0.6,true,false,0.8999999999999999
240,34m,72k,100,500ms,3.0,0.25,16m,30k,56m,4k,1g,2g,80s,2s,6,false,0.7999999999999999,false,true,0.7
241,56m,100k,100,100ms,1.0,0.25,28m,24k,56m,4k,5g,4g,460s,3s,6,false,0.7999999999999999,false,false,0.7999999999999999
242,76m,10k,400,900ms,3.5,0.5,44m,80k,104m,114k,2g,2g,440s,3s,5,false,0.6,false,false,0.8999999999999999
243,62m,38k,200,600ms,1.0,0.5,30m,50k,72m,68k,6g,3g,200s,7s,6,false,0.8999999999999999,false,false,0.6
244,34m,38k,600,900ms,2.5,0.5,32m,66k,24m,34k,5g,10g,160s,2s,6,false,0.6,false,true,0.8999999999999999
245,88m,96k,600,200ms,2.0,0.25,84m,72k,80m,14k,1g,10g,380s,8s,2,true,0.7999999999999999,false,false,0.7
246,10m,8k,100,900ms,3.5,0.5,48m,58k,40m,112k,10g,7g,40s,9s,1,true,0.7,false,true,0.8999999999999999
247,76m,124k,600,300ms,3.5,0.5,16m,108k,112m,72k,3g,3g,180s,5s,1,false,0.8999999999999999,false,false,0.8999999999999999
248,106m,60k,600,200ms,1.5,0.5,74m,122k,80m,16k,9g,9g,340s,9s,2,true,0.5,false,false,0.5
249,52m,24k,200,400ms,2.0,0.25,28m,70k,64m,62k,7g,6g,40s,6s,1,false,0.7,false,true,0.7
250,68m,102k,800,300ms,3.5,0.5,52m,90k,32m,6k,7g,11g,480s,6s,3,true,0.8999999999999999,true,true,0.6
251,102m,78k,700,100ms,2.0,0.25,22m,48k,120m,8k,4g,6g,460s,1s,2,true,0.8999999999999999,true,false,0.7
252,2m,106k,100,800ms,2.0,0.25,20m,32k,8m,84k,2g,11g,260s,3s,4,true,0.5,true,false,0.7999999999999999
253,44m,38k,500,800ms,3.5,0.25,76m,16k,8m,102k,3g,9g,140s,3s,6,true,0.7,true,false,0.5
254,88m,100k,900,300ms,3.5,0.5,12m,112k,72m,12k,3g,6g,40s,5s,6,true,0.7,false,true,0.8999999999999999
255,72m,74k,500,600ms,2.5,0.5,106m,70k,8m,16k,3g,2g,180s,3s,3,false,0.8999999999999999,true,true,0.7
256,90m,4k,300,100ms,1.5,0.5,88m,2k,104m,64k,11g,11g,140s,7s,5,true,0.7999999999999999,true,true,0.8999999999999999
257,96m,20k,400,200ms,4.0,0.25,110m,106k,72m,108k,10g,10g,100s,1s,3,true,0.7,true,false,0.6
258,58m,2k,700,100ms,2.0,0.25,62m,22k,32m,108k,6g,10g,60s,1s,4,true,0.8999999999999999,true,false,0.7999999999999999
259,88m,98k,100,400ms,4.5,0.5,74m,62k,96m,102k,6g,7g,220s,8s,5,false,0.8999999999999999,true,true,0.5
260,70m,82k,100,900ms,2.5,0.75,126m,22k,8m,42k,8g,2g,320s,2s,5,false,0.7999999999999999,false,false,0.5
261,80m,2k,900,900ms,2.5,0.25,44m,70k,32m,8k,10g,10g,80s,1s,4,true,0.8999999999999999,true,true,0.7999999999999999
262,126m,42k,400,700ms,3.0,0.5,122m,98k,24m,108k,5g,10g,100s,3s,1,true,0.6,true,false,0.8999999999999999
263,96m,12k,100,700ms,4.0,0.5,80m,102k,16m,54k,4g,1g,80s,8s,2,false,0.6,true,true,0.8999999999999999
264,50m,124k,600,400ms,1.5,0.25,100m,24k,8m,60k,2g,6g,160s,3s,2,false,0.7,true,true,0.7
265,10m,20k,600,400ms,2.0,0.25,96m,8k,88m,38k,10g,1g,260s,5s,3,false,0.6,false,false,0.6
266,124m,102k,200,500ms,1.5,0.75,64m,46k,96m,20k,10g,3g,100s,9s,7,true,0.6,false,true,0.7
267,100m,100k,400,500ms,1.0,0.25,88m,22k,104m,14k,11g,9g,460s,9s,6,false,0.8999999999999999,true,true,0.8999999999999999
268,104m,66k,600,800ms,4.0,0.25,116m,114k,88m,108k,3g,2g,300s,7s,2,false,0.7,false,true,0.6
269,52m,38k,300,100ms,3.5,0.5,48m,54k,32m,12k,7g,11g,40s,3s,4,true,0.8999999999999999,false,true,0.8999999999999999
270,86m,112k,200,400ms,1.0,0.5,26m,60k,80m,68k,5g,5g,360s,1s,3,false,0.7,true,false,0.7
271,50m,10k,900,200ms,1.5,0.75,110m,118k,16m,96k,5g,9g,480s,6s,1,true,0.8999999999999999,true,true,0.8999999999999999
272,100m,54k,100,200ms,2.0,0.5,26m,46k,48m,54k,2g,7g,340s,4s,7,true,0.5,true,true,0.7
273,58m,66k,100,300ms,3.0,0.25,2m,120k,112m,58k,3g,6g,160s,8s,4,false,0.7999999999999999,true,true,0.6
274,74m,120k,500,800ms,3.0,0.25,4m,56k,96m,54k,8g,7g,100s,1s,5,false,0.7,true,false,0.5
275,4m,4k,600,700ms,2.5,0.75,96m,24k,32m,42k,3g,1g,420s,9s,7,true,0.7999999999999999,false,true,0.7999999999999999
276,126m,30k,400,400ms,2.5,0.25,86m,74k,56m,74k,7g,3g,460s,4s,7,false,0.7,false,true,0.7
277,86m,16k,600,700ms,2.0,0.5,110m,80k,112m,72k,6g,11g,400s,8s,6,false,0.7999999999999999,true,false,0.5
278,110m,56k,300,400ms,1.5,0.75,116m,92k,48m,60k,3g,5g,460s,8s,6,true,0.5,true,true,0.6
279,126m,72k,800,600ms,2.0,0.75,72m,10k,72m,36k,10g,3g,280s,4s,3,false,0.7999999999999999,true,true,0.8999999999999999
280,8m,14k,200,400ms,1.0,0.75,20m,116k,56m,16k,7g,1g,20s,3s,1,false,0.5,false,false,0.8999999999999999
281,60m,22k,900,800ms,1.5,0.75,38m,62k,56m,40k,11g,10g,280s,6s,1,true,0.7,false,true,0.6
282,52m,8k,500,500ms,4.5,0.75,56m,48k,64m,108k,1g,5g,480s,2s,5,false,0.7,true,true,0.7
283,54m,110k,100,800ms,2.0,0.75,86m,36k,56m,46k,2g,7g,360s,5s,1,false,0.8999999999999999,true,true,0.5
284,114m,18k,600,700ms,3.0,0.5,92m,26k,32m,110k,7g,8g,420s,6s,7,false,0.7,true,true,0.7
285,54m,102k,900,900ms,2.0,0.5,54m,50k,56m,42k,2g,1g,180s,2s,4,false,0.7,false,true,0.7999999999999999
286,112m,68k,200,200ms,3.0,0.5,74m,70k,96m,88k,9g,7g,420s,2s,3,true,0.6,false,false,0.7
287,48m,10k,400,100ms,2.0,0.5,110m,106k,96m,8k,2g,9g,100s,2s,6,true,0.8999999999999999,false,false,0.5
288,108m,24k,600,700ms,2.5,0.25,68m,112k,16m,80k,11g,6g,20s,6s,1,false,0.7999999999999999,false,false,0.5
289,74m,42k,700,300ms,1.5,0.75,86m,66k,72m,2k,4g,7g,200s,1s,5,false,0.7999999999999999,true,false,0.7999999999999999
290,66m,96k,400,900ms,1.0,0.75,44m,70k,8m,62k,1g,2g,20s,7s,1,true,0.7,true,true,0.8999999999999999
291,20m,28k,500,900ms,3.0,0.75,68m,100k,104m,104k,5g,3g,100s,5s,7,false,0.7999999999999999,true,true,0.5
292,88m,40k,800,100ms,4.0,0.5,36m,54k,24m,36k,11g,4g,20s,3s,1,true,0.7999999999999999,false,false,0.8999999999999999
293,100m,100k,900,400ms,1.0,0.75,58m,10k,72m,36k,11g,5g,220s,7s,7,false,0.6,true,false,0.6
294,58m,28k,700,100ms,1.5,0.75,118m,94k,16m,68k,1g,4g,420s,1s,7,false,0.6,true,false,0.8999999999999999
295,26m,46k,100,700ms,3.0,0.75,16m,38k,32m,106k,5g,1g,120s,9s,6,true,0.5,false,false,0.7999999999999999
296,96m,118k,700,800ms,2.5,0.5,106m,76k,112m,12k,7g,8g,180s,4s,5,true,0.5,false,false,0.5
297,24m,80k,500,800ms,3.0,0.25,44m,82k,80m,118k,11g,7g,280s,2s,6,false,0.8999999999999999,false,true,0.7999999999999999
298,84m,96k,900,200ms,1.0,0.25,126m,116k,80m,124k,2g,2g,300s,7s,4,false,0.6,true,true,0.8999999999999999
299,6m,42k,400,300ms,2.5,0.5,118m,78k,24m,100k,8g,4g,480s,4s,6,true,0.8999999999999999,true,false,0.7999999999999999
300,24m,70k,100,600ms,3.5,0.5,48m,76k,72m,108k,6g,2g,400s,1s,5,false,0.7,false,true,0.5
301,14m,126k,500,400ms,2.0,0.25,26m,84k,80m,54k,2g,6g,280s,6s,3,true,0.6,false,true,0.8999999999999999
302,62m,52k,400,400ms,1.0,0.5,14m,8k,72m,52k,2g,3g,80s,4s,5,false,0.6,true,false,0.8999999999999999
303,12m,74k,400,100ms,2.5,0.75,68m,54k,80m,72k,3g,6g,360s,7s,4,false,0.5,true,true,0.7999999999999999
304,88m,18k,900,800ms,4.0,0.5,26m,22k,56m,78k,8g,5g,360s,7s,7,true,0.6,false,false,0.5
305,46m,2k,100,300ms,3.0,0.25,62m,78k,48m,102k,10g,1g,160s,6s,2,false,0.5,true,false,0.8999999999999999
306,84m,92k,800,500ms,3.5,0.25,106m,68k,32m,24k,4g,5g,380s,2s,2,true,0.8999999999999999,true,false,0.7999999999999999
307,88m,64k,500,300ms,2.0,0.5,8m,74k,16m,54k,2g,6g,420s,6s,6,false,0.5,true,true,0.8999999999999999
308,14m,94k,400,500ms,3.0,0.75,124m,40k,112m,46k,4g,2g,340s,8s,6,false,0.8999999999999999,true,false,0.5
309,44m,82k,300,500ms,1.0,0.75,90m,60k,32m,78k,1g,5g,220s,9s,3,false,0.8999999999999999,true,true,0.8999999999999999
310,32m,88k,100,600ms,2.5,0.5,20m,28k,120m,30k,9g,4g,60s,5s,1,true,0.5,true,true,0.6
311,122m,30k,400,300ms,2.0,0.25,48m,114k,112m,36k,6g,10g,320s,3s,4,true,0.6,false,false,0.6
312,28m,84k,900,900ms,4.5,0.5,124m,58k,64m,108k,9g,7g,60s,6s,5,false,0.7999999999999999,true,false,0.6
313,48m,18k,200,900ms,4.5,0.75,48m,68k,88m,122k,5g,4g,200s,7s,5,true,0.5,false,false,0.8999999999999999
314,56m,64k,200,500ms,4.5,0.25,48m,104k,32m,38k,2g,6g,200s,9s,2,true,0.6,false,false,0.6
315,20m,4k,200,300ms,2.0,0.75,122m,86k,56m,48k,8g,7g,40s,5s,6,true,0.7999999999999999,false,false,0.7
316,88m,94k,100,100ms,3.0,0.5,110m,62k,96m,18k,5g,10g,180s,7s,6,false,0.7999999999999999,false,false,0.5
317,76m,30k,800,200ms,2.5,0.75,44m,98k,88m,116k,8g,3g,240s,6s,7,false,0.7,false,true,0.8999999999999999
318,100m,118k,500,900ms,4.0,0.25,10m,36k,8m,104k,2g,1g,400s,6s,5,true,0.7999999999999999,false,false,0.7999999999999999
319,114m,32k,800,400ms,3.5,0.75,2m,118k,40m,32k,6g,5g,180s,5s,2,false,0.7,false,false,0.7999999999999999
320,10m,86k,800,300ms,2.0,0.25,80m,68k,48m,4k,9g,5g,320s,5s,5,false,0.7999999999999999,false,false,0.7
321,62m,124k,100,100ms,2.0,0.75,108m,98k,112m,20k,7g,10g,320s,7s,2,false,0.7,true,true,0.6
322,74m,46k,800,600ms,1.5,0.75,64m,30k,8m,28k,5g,3g,160s,8s,1,true,0.7999999999999999,false,false,0.7
323,102m,40k,600,400ms,2.5,0.25,40m,76k,80m,98k,5g,7g,180s,9s,3,false,0.7999999999999999,false,true,0.7999999999999999
324,108m,18k,900,600ms,4.5,0.75,26m,118k,40m,82k,2g,11g,280s,4s,3,false,0.8999999999999999,false,true,0.8999999999999999
325,26m,90k,100,500ms,2.0,0.5,20m,36k,24m,104k,4g,5g,120s,3s,5,true,0.7999999999999999,false,true,0.5
326,110m,90k,600,100ms,1.0,0.5,36m,122k,80m,68k,2g,4g,120s,6s,5,false,0.6,false,true,0.5
327,90m,40k,800,600ms,4.0,0.5,28m,100k,32m,72k,7g,4g,300s,8s,5,false,0.6,false,false,0.8999999999999999
328,50m,124k,800,200ms,3.5,0.5,106m,6k,32m,32k,9g,4g,280s,4s,5,true,0.7999999999999999,false,false,0.7999999999999999
329,18m,110k,600,200ms,4.5,0.25,62m,18k,48m,70k,7g,3g,440s,1s,2,true,0.7999999999999999,false,false,0.8999999999999999
330,82m,42k,300,400ms,4.5,0.75,32m,28k,80m,118k,3g,8g,100s,4s,2,false,0.8999999999999999,true,false,0.7
331,66m,96k,600,800ms,2.0,0.25,68m,26k,104m,94k,1g,8g,300s,4s,4,false,0.5,true,false,0.7
332,58m,64k,400,600ms,2.5,0.75,52m,18k,80m,84k,5g,5g,180s,6s,6,true,0.8999999999999999,true,false,0.7999999999999999
333,104m,34k,900,300ms,4.0,0.75,78m,74k,24m,52k,7g,10g,240s,2s,2,false,0.7999999999999999,false,true,0.7
334,84m,44k,200,700ms,3.0,0.5,62m,36k,8m,72k,3g,5g,300s,2s,5,true,0.6,false,false,0.8999999999999999
335,72m,122k,100,900ms,4.5,0.25,6m,114k,72m,18k,7g,5g,140s,3s,4,true,0.7,true,true,0.5
336,74m,86k,100,900ms,1.5,0.5,120m,120k,72m,10k,1g,9g,360s,8s,3,false,0.7999999999999999,false,true,0.6
337,24m,14k,800,400ms,2.0,0.25,54m,98k,88m,30k,1g,8g,40s,6s,5,false,0.6,false,false,0.6
338,72m,62k,900,500ms,4.5,0.25,24m,86k,120m,126k,5g,10g,300s,5s,2,false,0.7,true,false,0.7
339,16m,116k,900,400ms,3.0,0.5,66m,38k,16m,72k,10g,10g,320s,6s,7,false,0.6,true,false,0.7999999999999999
340,66m,94k,400,200ms,4.5,0.25,60m,36k,112m,28k,1g,6g,480s,4s,4,true,0.6,false,false,0.6
341,18m,78k,200,600ms,2.0,0.75,26m,98k,24m,88k,6g,8g,240s,1s,3,true,0.8999999999999999,true,false,0.7999999999999999
342,10m,98k,600,900ms,3.0,0.25,60m,34k,24m,122k,6g,7g,100s,2s,5,true,0.7,false,true,0.7999999999999999
343,22m,110k,500,100ms,4.0,0.25,88m,98k,88m,84k,9g,7g,40s,1s,5,true,0.6,true,false,0.5
344,52m,86k,100,600ms,2.0,0.75,24m,18k,48m,76k,10g,1g,160s,9s,3,true,0.8999999999999999,true,false,0.5
345,124m,16k,300,900ms,2.5,0.25,10m,116k,104m,80k,8g,7g,420s,3s,6,true,0.8999999999999999,false,true,0.7999999999999999
346,20m,62k,500,300ms,3.5,0.75,38m,6k,32m,12k,8g,3g,480s,3s,3,false,0.6,true,false,0.6
347,14m,124k,300,100ms,3.5,0.25,92m,36k,48m,126k,10g,10g,320s,3s,1,true,0.5,true,false,0.6
348,66m,44k,200,700ms,1.5,0.5,90m,10k,96m,48k,6g,6g,380s,4s,3,false,0.7,true,false,0.7999999999999999
349,18m,56k,500,500ms,4.0,0.75,14m,6k,16m,64k,4g,8g,280s,5s,6,true,0.5,true,false,0.6
350,12m,70k,600,500ms,4.5,0.25,118m,48k,40m,70k,2g,6g,460s,1s,5,false,0.7999999999999999,true,false,0.7
351,92m,80k,500,500ms,2.5,0.5,32m,48k,96m,98k,8g,7g,180s,3s,7,true,0.7999999999999999,true,false,0.8999999999999999
352,4m,124k,300,200ms,4.0,0.5,32m,84k,56m,16k,3g,5g,320s,7s,7,false,0.7,false,true,0.6
353,118m,24k,700,500ms,3.0,0.5,90m,92k,32m,122k,9g,9g,420s,7s,4,false,0.8999999999999999,false,false,0.8999999999999999
354,112m,10k,200,100ms,3.5,0.75,12m,4k,32m,96k,4g,6g,340s,6s,4,false,0.5,false,true,0.5
355,8m,122k,800,300ms,3.5,0.25,82m,54k,80m,80k,1g,11g,120s,2s,2,false,0.7,true,true,0.7
356,48m,32k,800,500ms,1.5,0.5,84m,86k,8m,126k,3g,9g,180s,7s,5,false,0.6,false,true,0.7
357,62m,36k,800,900ms,3.5,0.75,56m,114k,80m,78k,8g,10g,60s,8s,6,false,0.8999999999999999,false,false,0.6
358,28m,24k,100,300ms,3.0,0.75,60m,124k,24m,14k,7g,10g,380s,7s,2,true,0.7,true,true,0.6
359,64m,8k,300,900ms,1.0,0.75,124m,48k,88m,46k,11g,5g,60s,1s,1,true,0.5,false,true,0.7999999999999999
360,90m,126k,400,400ms,3.5,0.5,122m,106k,80m,92k,7g,5g,60s,3s,7,false,0.7999999999999999,true,true,0.7
361,2m,110k,700,700ms,3.0,0.75,36m,120k,16m,18k,10g,6g,260s,4s,5,false,0.5,true,false,0.8999999999999999
362,20m,44k,600,800ms,2.5,0.75,22m,126k,48m,44k,8g,4g,240s,1s,5,true,0.8999999999999999,true,false,0.8999999999999999
363,88m,108k,400,600ms,1.5,0.25,12m,74k,80m,118k,6g,1g,40s,5s,4,false,0.8999999999999999,true,false,0.7
364,100m,54k,100,500ms,3.0,0.75,96m,62k,8m,124k,10g,7g,400s,3s,1,false,0.7999999999999999,false,false,0.7
365,28m,56k,600,100ms,3.5,0.25,46m,60k,64m,2k,4g,5g,40s,5s,7,false,0.5,false,false,0.7
366,36m,34k,400,600ms,1.0,0.25,122m,82k,72m,50k,6g,3g,440s,5s,1,false,0.7,false,true,0.8999999999999999
367,74m,28k,200,100ms,4.5,0.5,2m,38k,88m,96k,3g,9g,420s,4s,5,false,0.6,false,false,0.7999999999999999
368,42m,36k,400,600ms,1.0,0.5,126m,6k,56m,26k,9g,5g,80s,9s,4,true,0.5,true,false,0.7
369,70m,118k,100,100ms,3.0,0.5,72m,88k,32m,106k,9g,9g,240s,1s,4,true,0.6,true,false,0.5
370,104m,58k,200,400ms,2.0,0.75,30m,68k,40m,84k,5g,5g,240s,2s,3,true,0.6,false,true,0.6
371,96m,116k,300,200ms,2.0,0.75,106m,2k,64m,10k,7g,4g,180s,1s,4,true,0.8999999999999999,false,true,0.7
372,12m,4k,900,200ms,4.5,0.25,124m,70k,24m,74k,1g,9g,80s,9s,4,false,0.6,true,false,0.7999999999999999
373,44m,32k,600,400ms,3.0,0.25,50m,80k,40m,84k,11g,11g,160s,5s,6,true,0.6,true,false,0.6
374,92m,96k,400,200ms,4.0,0.25,46m,30k,88m,6k,8g,8g,380s,8s,3,true,0.6,true,true,0.8999999999999999
375,36m,60k,700,800ms,2.0,0.75,90m,34k,104m,70k,2g,3g,220s,6s,2,false,0.8999999999999999,false,false,0.8999999999999999
376,114m,80k,100,300ms,3.0,0.5,20m,108k,72m,80k,4g,9g,60s,2s,6,true,0.6,false,true,0.7999999999999999
377,94m,38k,800,600ms,3.5,0.75,14m,54k,64m,100k,7g,11g,180s,9s,2,false,0.6,false,true,0.7999999999999999
378,60m,56k,900,900ms,2.5,0.5,104m,86k,72m,86k,2g,10g,460s,2s,3,true,0.6,false,false,0.7
379,20m,64k,100,600ms,2.0,0.5,10m,2k,88m,44k,11g,1g,80s,6s,4,false,0.7,true,true,0.8999999999999999
380,78m,116k,100,800ms,4.0,0.75,106m,42k,88m,10k,1g,9g,260s,2s,1,true,0.7999999999999999,false,false,0.5
381,16m,24k,100,800ms,1.5,0.5,40m,36k,104m,4k,1g,8g,180s,4s,6,true,0.6,false,false,0.6
382,38m,8k,200,800ms,4.0,0.25,122m,116k,80m,38k,7g,8g,180s,1s,4,true,0.8999999999999999,false,true,0.7
383,58m,100k,700,700ms,3.0,0.75,106m,96k,24m,74k,1g,9g,140s,7s,5,true,0.7,true,false,0.5
384,122m,60k,600,200ms,1.0,0.25,86m,36k,88m,68k,10g,10g,60s,7s,4,true,0.7999999999999999,true,false,0.8999999999999999
385,60m,108k,900,900ms,2.0,0.5,86m,116k,24m,24k,1g,1g,40s,6s,6,true,0.7999999999999999,true,false,0.6
386,28m,76k,300,200ms,4.5,0.25,50m,72k,120m,122k,8g,10g,40s,8s,5,false,0.8999999999999999,true,false,0.5
387,102m,116k,900,300ms,3.0,0.25,94m,102k,32m,90k,11g,11g,320s,6s,5,true,0.5,false,false,0.7
388,100m,124k,900,300ms,3.5,0.75,42m,126k,32m,28k,8g,3g,300s,7s,6,true,0.8999999999999999,false,true,0.5
389,72m,76k,600,700ms,1.0,0.5,56m,68k,56m,10k,7g,2g,260s,2s,4,false,0.7,true,false,0.5
390,52m,80k,700,700ms,2.5,0.75,58m,34k,104m,18k,11g,9g,160s,1s,2,false,0.5,false,true,0.8999999999999999
391,48m,80k,900,500ms,3.5,0.75,78m,106k,72m,40k,4g,2g,460s,1s,6,true,0.7999999999999999,false,false,0.7999999999999999
392,16m,88k,300,800ms,2.0,0.75,10m,46k,16m,60k,3g,2g,300s,6s,5,true,0.7,true,true,0.8999999999999999
393,8m,90k,900,700ms,2.5,0.5,52m,88k,40m,96k,10g,1g,300s,3s,4,false,0.7,true,true,0.6
394,106m,106k,400,800ms,4.5,0.25,10m,28k,96m,92k,2g,6g,360s,9s,4,false,0.7,false,true,0.7999999999999999
395,58m,46k,800,900ms,4.5,0.25,14m,62k,48m,32k,8g,11g,320s,9s,1,false,0.8999999999999999,true,true,0.5
396,94m,122k,400,500ms,1.0,0.25,86m,116k,104m,72k,5g,6g,300s,7s,7,true,0.6,false,false,0.7
397,78m,50k,400,900ms,4.5,0.25,84m,84k,120m,60k,5g,1g,200s,9s,2,false,0.5,true,false,0.7
398,2m,60k,300,900ms,3.0,0.5,96m,106k,104m,126k,3g,4g,360s,1s,2,false,0.5,true,true,0.5
399,66m,102k,100,200ms,4.0,0.75,74m,124k,120m,106k,3g,5g,420s,9s,1,true,0.5,false,false,0.6
400,16m,42k,400,700ms,2.0,0.25,92m,126k,64m,104k,10g,8g,300s,9s,4,false,0.7999999999999999,true,false,0.6
401,98m,54k,800,200ms,1.0,0.25,78m,58k,72m,122k,2g,4g,320s,8s,7,false,0.8999999999999999,true,false,0.5
402,116m,40k,300,800ms,4.0,0.75,68m,24k,64m,14k,2g,10g,420s,7s,2,false,0.5,true,false,0.8999999999999999
403,36m,86k,500,100ms,3.5,0.25,82m,40k,88m,60k,11g,3g,40s,4s,1,false,0.8999999999999999,false,true,0.8999999999999999
404,68m,102k,900,300ms,4.0,0.5,22m,4k,32m,54k,5g,11g,120s,1s,2,false,0.8999999999999999,true,true,0.6
405,86m,92k,500,300ms,3.5,0.75,12m,26k,24m,38k,4g,6g,380s,3s,2,true,0.6,true,true,0.7999999999999999
406,82m,72k,400,400ms,3.0,0.5,10m,40k,120m,110k,10g,1g,160s,6s,3,true,0.8999999999999999,false,false,0.6
407,118m,124k,400,400ms,4.5,0.25,24m,72k,112m,90k,11g,8g,300s,6s,4,false,0.7999999999999999,false,true,0.7999999999999999
408,44m,80k,800,300ms,1.5,0.25,56m,100k,120m,74k,1g,11g,60s,7s,4,false,0.8999999999999999,true,false,0.6
409,6m,90k,700,700ms,3.5,0.75,50m,36k,88m,66k,2g,8g,20s,9s,7,true,0.6,false,true,0.6
